run_accession	sample_accession	secondary_sample_accession	experiment_accession	study_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	library_layout	library_strategy	library_source	library_selection	read_count	base_count	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	fastq_md5	fastq_ftp	fastq_galaxy	sample_alias	broker_name	sample_title	first_created
SRR6337938	SAMN08118900	SRS2727832	SRX3436889	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	JT_23Aug17	PAIRED	AMPLICON	METAGENOMIC	PCR	71650	43133300	2017-12-02	2017-12-02	Illumina MiSeq sequencing: Characterization of gut microbiota in patients treated for C. difficile infection by capsule FMT	Capsule Patients	PRJNA311224	JT_23Aug17	e91cdbebe00011ea98975e414b4d715c;1e07b323cec2c7fec05bcb300af7a5a2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR633/008/SRR6337938/SRR6337938_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR633/008/SRR6337938/SRR6337938_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR633/008/SRR6337938/SRR6337938_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR633/008/SRR6337938/SRR6337938_2.fastq.gz	JT_23Aug17		Metagenome or environmental sample from gut metagenome	2017-12-02
SRR5238690	SAMN06312424	SRS1964528	SRX2545652	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	BM_28Oct16	PAIRED	AMPLICON	METAGENOMIC	PCR	202712	122032624	2017-02-15	2017-02-15	Illumina MiSeq sequencing: Characterization of the bacterial community from capsule FMT patients	Capsule Patients	PRJNA311224	BM_28Oct16	2d8ad3370ac6fa14cad523068dcc2fad;7856fe5312c46afadcf0b1daa827b1ce	ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/000/SRR5238690/SRR5238690_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/000/SRR5238690/SRR5238690_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/000/SRR5238690/SRR5238690_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/000/SRR5238690/SRR5238690_2.fastq.gz	BM_28Oct16		Metagenome or environmental sample from gut metagenome	2017-02-15
SRR5238695	SAMN06312419	SRS1964534	SRX2545657	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	DS_14Oct16	PAIRED	AMPLICON	METAGENOMIC	PCR	174098	104806996	2017-02-15	2017-02-15	Illumina MiSeq sequencing: Characterization of the bacterial community from capsule FMT patients	Capsule Patients	PRJNA311224	DS_14Oct16	733df460441df8fb3b7e9d8507aa23bd;b95ec807ac7739b10da62f936936eb65	ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/005/SRR5238695/SRR5238695_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/005/SRR5238695/SRR5238695_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/005/SRR5238695/SRR5238695_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/005/SRR5238695/SRR5238695_2.fastq.gz	DS_14Oct16		Metagenome or environmental sample from gut metagenome	2017-02-15
SRR6379172	SAMN08181805	SRS2760034	SRX3473566	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	PS_23Aug17	PAIRED	AMPLICON	METAGENOMIC	PCR	57239	34457878	2017-12-16	2017-12-16	Illumina MiSeq sequencing: Characterization of gut microbiota in patients treated with capsule FMT	Capsule Patients	PRJNA311224	PS_23Aug17	b00c670b9737c84b6c104ea3fe2cf5ba;8a835325852108b0a2c1011a918b72ad	ftp.sra.ebi.ac.uk/vol1/fastq/SRR637/002/SRR6379172/SRR6379172_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR637/002/SRR6379172/SRR6379172_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR637/002/SRR6379172/SRR6379172_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR637/002/SRR6379172/SRR6379172_2.fastq.gz	PS_23Aug17		Metagenome or environmental sample from gut metagenome	2017-12-16
SRR5238696	SAMN06312418	SRS1964533	SRX2545658	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	DS_07Oct16	PAIRED	AMPLICON	METAGENOMIC	PCR	144971	87272542	2017-02-15	2017-02-15	Illumina MiSeq sequencing: Characterization of the bacterial community from capsule FMT patients	Capsule Patients	PRJNA311224	DS_07Oct16	a38a14f5d9b5dd2137a0814fb2ac5754;214929268bb073a46b8606a525462c0c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/006/SRR5238696/SRR5238696_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/006/SRR5238696/SRR5238696_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/006/SRR5238696/SRR5238696_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/006/SRR5238696/SRR5238696_2.fastq.gz	DS_07Oct16		Metagenome or environmental sample from gut metagenome	2017-02-15
SRR6651966	SAMN08438906	SRS2896267	SRX3629551	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	BM_15Nov17	PAIRED	AMPLICON	METAGENOMIC	PCR	118218	71167236	2018-01-31	2018-01-31	Illumina MiSeq sequencing: Characterization of bacterial communities in patients who received capsule FMT for C. difficile infection	Capsule Patients	PRJNA311224	BM_15Nov17	c9c1e9adb1ac94c75f9f6f382b063b9b;f519639107a99e15be8b55576e23c6f5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/006/SRR6651966/SRR6651966_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/006/SRR6651966/SRR6651966_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/006/SRR6651966/SRR6651966_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR665/006/SRR6651966/SRR6651966_2.fastq.gz	BM_15Nov17		Metagenome or environmental sample from gut metagenome	2018-01-31
SRR7235934	SAMN09283828	SRS3356043	SRX4142247	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	GS_05Oct17	PAIRED	AMPLICON	METAGENOMIC	PCR	217263	130792326	2018-06-01	2018-06-01	Illumina MiSeq sequencing: Characterization of the bacterial communities in patients treated with cFMT for C. difficile infection	Capsule Patients	PRJNA311224	GS_05Oct17	c721290771ab18bd5ddd048e0d9d1981;ba43705e631c12d9fc8f6c633cd9beef	ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/004/SRR7235934/SRR7235934_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/004/SRR7235934/SRR7235934_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/004/SRR7235934/SRR7235934_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/004/SRR7235934/SRR7235934_2.fastq.gz	GS_05Oct17		Metagenome or environmental sample from gut metagenome	2018-06-01
SRR5238701	SAMN06312413	SRS1964540	SRX2545663	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	SR_12Oct16	PAIRED	AMPLICON	METAGENOMIC	PCR	3304	1989008	2017-02-15	2017-02-15	Illumina MiSeq sequencing: Characterization of the bacterial community from capsule FMT patients	Capsule Patients	PRJNA311224	SR_12Oct16	3cc0d56b37f3d29e062f00f2d6f6d084;7018432a97357561e8df25947ce65fd8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/001/SRR5238701/SRR5238701_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/001/SRR5238701/SRR5238701_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/001/SRR5238701/SRR5238701_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/001/SRR5238701/SRR5238701_2.fastq.gz	SR_12Oct16		Metagenome or environmental sample from gut metagenome	2017-02-15
SRR5238702	SAMN06312412	SRS1964539	SRX2545664	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	SR_28Sep16	PAIRED	AMPLICON	METAGENOMIC	PCR	134076	80713752	2017-02-15	2017-02-15	Illumina MiSeq sequencing: Characterization of the bacterial community from capsule FMT patients	Capsule Patients	PRJNA311224	SR_28Sep16	855650baac2927baca63a7bfb2665570;0e5c1ae85e048e9e51aec780191fff00	ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/002/SRR5238702/SRR5238702_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/002/SRR5238702/SRR5238702_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/002/SRR5238702/SRR5238702_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/002/SRR5238702/SRR5238702_2.fastq.gz	SR_28Sep16		Metagenome or environmental sample from gut metagenome	2017-02-15
SRR7235938	SAMN09283832	SRS3356039	SRX4142243	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	JB2_03Oct17	PAIRED	AMPLICON	METAGENOMIC	PCR	154972	93293144	2018-06-01	2018-06-01	Illumina MiSeq sequencing: Characterization of the bacterial communities in patients treated with cFMT for C. difficile infection	Capsule Patients	PRJNA311224	JB2_03Oct17	06b3a72a84861783269540642b9365c2;c3e558e2795b75bd9363ff28388311ce	ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/008/SRR7235938/SRR7235938_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/008/SRR7235938/SRR7235938_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/008/SRR7235938/SRR7235938_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/008/SRR7235938/SRR7235938_2.fastq.gz	JB2_03Oct17		Metagenome or environmental sample from gut metagenome	2018-06-01
SRR5238705	SAMN06312409	SRS1964543	SRX2545667	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	SR_12Sep16	PAIRED	AMPLICON	METAGENOMIC	PCR	145074	87334548	2017-02-15	2017-02-15	Illumina MiSeq sequencing: Characterization of the bacterial community from capsule FMT patients	Capsule Patients	PRJNA311224	SR_12Sep16	d4cbd4f9c42900c4c8ad541de0c48fcb;9647328037e42d5135dd24390f1f6776	ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/005/SRR5238705/SRR5238705_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/005/SRR5238705/SRR5238705_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/005/SRR5238705/SRR5238705_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/005/SRR5238705/SRR5238705_2.fastq.gz	SR_12Sep16		Metagenome or environmental sample from gut metagenome	2017-02-15
SRR7235940	SAMN09283834	SRS3356037	SRX4142241	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	TK_07Aug17	PAIRED	AMPLICON	METAGENOMIC	PCR	125351	75461302	2018-06-01	2018-06-01	Illumina MiSeq sequencing: Characterization of the bacterial communities in patients treated with cFMT for C. difficile infection	Capsule Patients	PRJNA311224	TK_07Aug17	175d7dc43c87d30f300cc319a4bf9b7b;1c7ff9a29abef2a13cae0993a6a2aa07	ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/000/SRR7235940/SRR7235940_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/000/SRR7235940/SRR7235940_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/000/SRR7235940/SRR7235940_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR723/000/SRR7235940/SRR7235940_2.fastq.gz	TK_07Aug17		Metagenome or environmental sample from gut metagenome	2018-06-01
SRR8522785	SAMN10862335	SRS4320663	SRX5325693	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	123_27Jun18	PAIRED	AMPLICON	METAGENOMIC	PCR	78997	47556194	2019-02-02	2019-02-02	Illumina MiSeq sequencing: Characterization of the bacterial communities in patients treated with cFMT for C. difficile infection	Capsule Patients	PRJNA311224	123_27Jun18	821b709db3ec628c137cac3ae0114546;69f279cce706893bee8f0ebe86c765cf	ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/005/SRR8522785/SRR8522785_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/005/SRR8522785/SRR8522785_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/005/SRR8522785/SRR8522785_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/005/SRR8522785/SRR8522785_2.fastq.gz	123_27Jun18		Metagenome or environmental sample from gut metagenome	2019-02-02
SRR5238707	SAMN06312407	SRS1964545	SRX2545669	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	KC_12Oct16	PAIRED	AMPLICON	METAGENOMIC	PCR	199644	120185688	2017-02-15	2017-02-15	Illumina MiSeq sequencing: Characterization of the bacterial community from capsule FMT patients	Capsule Patients	PRJNA311224	KC_12Oct16	a9c0763ecaab2734a0605ffd1a951649;e0aace68b4247aaaeb04d0d62b98d8d7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/007/SRR5238707/SRR5238707_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/007/SRR5238707/SRR5238707_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/007/SRR5238707/SRR5238707_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/007/SRR5238707/SRR5238707_2.fastq.gz	KC_12Oct16		Metagenome or environmental sample from gut metagenome	2017-02-15
SRR8522788	SAMN10862327	SRS4320660	SRX5325690	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	121_28Jun18	PAIRED	AMPLICON	METAGENOMIC	PCR	66775	40198550	2019-02-02	2019-02-02	Illumina MiSeq sequencing: Characterization of the bacterial communities in patients treated with cFMT for C. difficile infection	Capsule Patients	PRJNA311224	121_28Jun18	e6e18f7a6bcb7a3cdff56098fc7fc753;80006ff89000961a691f29e27a1f4899	ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/008/SRR8522788/SRR8522788_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/008/SRR8522788/SRR8522788_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/008/SRR8522788/SRR8522788_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/008/SRR8522788/SRR8522788_2.fastq.gz	121_28Jun18		Metagenome or environmental sample from gut metagenome	2019-02-02
SRR5238710	SAMN06312404	SRS1964548	SRX2545672	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	CJ_27Oct16	PAIRED	AMPLICON	METAGENOMIC	PCR	258345	155523690	2017-02-15	2017-02-15	Illumina MiSeq sequencing: Characterization of the bacterial community from capsule FMT patients	Capsule Patients	PRJNA311224	CJ_27Oct16	da186b3dbff8021303b110ff39cec6cf;1cc5fe1ebe32eef9a5f05b17bbfc9d4a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/000/SRR5238710/SRR5238710_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/000/SRR5238710/SRR5238710_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/000/SRR5238710/SRR5238710_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/000/SRR5238710/SRR5238710_2.fastq.gz	CJ_27Oct16		Metagenome or environmental sample from gut metagenome	2017-02-15
SRR5238717	SAMN06312397	SRS1964555	SRX2545679	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	BC_30Sep16	PAIRED	AMPLICON	METAGENOMIC	PCR	166954	100506308	2017-02-15	2017-02-15	Illumina MiSeq sequencing: Characterization of the bacterial community from capsule FMT patients	Capsule Patients	PRJNA311224	BC_30Sep16	74d261944fdaea6097f43eb18cb343f1;03beeca2aa3c25e561335140f8a6d68f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/007/SRR5238717/SRR5238717_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/007/SRR5238717/SRR5238717_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/007/SRR5238717/SRR5238717_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/007/SRR5238717/SRR5238717_2.fastq.gz	BC_30Sep16		Metagenome or environmental sample from gut metagenome	2017-02-15
SRR8522789	SAMN10862336	SRS4320659	SRX5325689	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	124_03Aug18	PAIRED	AMPLICON	METAGENOMIC	PCR	25584	15401568	2019-02-02	2019-02-02	Illumina MiSeq sequencing: Characterization of the bacterial communities in patients treated with cFMT for C. difficile infection	Capsule Patients	PRJNA311224	124_03Aug18	98e615fd4c50d59aa0cee83c4af52694;1fd171e5aca2123380a102fb1dab0fb5	ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/009/SRR8522789/SRR8522789_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/009/SRR8522789/SRR8522789_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/009/SRR8522789/SRR8522789_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/009/SRR8522789/SRR8522789_2.fastq.gz	124_03Aug18		Metagenome or environmental sample from gut metagenome	2019-02-02
SRR5238722	SAMN06312392	SRS1964560	SRX2545684	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	EL_02Oct16	PAIRED	AMPLICON	METAGENOMIC	PCR	107646	64802892	2017-02-15	2017-02-15	Illumina MiSeq sequencing: Characterization of the bacterial community from capsule FMT patients	Capsule Patients	PRJNA311224	EL_02Oct16	d884f61b6370e09f8576fbdfb5c85c24;6251a8a8e81518da9f277a98803fca46	ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/002/SRR5238722/SRR5238722_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/002/SRR5238722/SRR5238722_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/002/SRR5238722/SRR5238722_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/002/SRR5238722/SRR5238722_2.fastq.gz	EL_02Oct16		Metagenome or environmental sample from gut metagenome	2017-02-15
SRR8522795	SAMN10862330	SRS4320653	SRX5325683	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	122_19Jun18	PAIRED	AMPLICON	METAGENOMIC	PCR	75940	45715880	2019-02-02	2019-02-02	Illumina MiSeq sequencing: Characterization of the bacterial communities in patients treated with cFMT for C. difficile infection	Capsule Patients	PRJNA311224	122_19Jun18	a2c6b9f00b1f2a33f3a05b60bd84f441;fd590dd79fce1277b3ae0a46589b9c84	ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/005/SRR8522795/SRR8522795_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/005/SRR8522795/SRR8522795_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/005/SRR8522795/SRR8522795_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/005/SRR8522795/SRR8522795_2.fastq.gz	122_19Jun18		Metagenome or environmental sample from gut metagenome	2019-02-02
SRR8522801	SAMN10862298	SRS4320647	SRX5325677	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	115_23Apr18	PAIRED	AMPLICON	METAGENOMIC	PCR	46264	27850928	2019-02-02	2019-02-02	Illumina MiSeq sequencing: Characterization of the bacterial communities in patients treated with cFMT for C. difficile infection	Capsule Patients	PRJNA311224	115_23Apr18	252487db0e79b12af32adae44248738e;1bd89fea487453ee036868db15e010e8	ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/001/SRR8522801/SRR8522801_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/001/SRR8522801/SRR8522801_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/001/SRR8522801/SRR8522801_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/001/SRR8522801/SRR8522801_2.fastq.gz	115_23Apr18		Metagenome or environmental sample from gut metagenome	2019-02-02
SRR5238723	SAMN06312391	SRS1964561	SRX2545685	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	EL_25Sep16	PAIRED	AMPLICON	METAGENOMIC	PCR	96315	57981630	2017-02-15	2017-02-15	Illumina MiSeq sequencing: Characterization of the bacterial community from capsule FMT patients	Capsule Patients	PRJNA311224	EL_25Sep16	bed9372c721c68b1b71c1e0cc559cc6e;f95122d2e8dfe71e4faedbdd68741cd3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/003/SRR5238723/SRR5238723_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/003/SRR5238723/SRR5238723_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/003/SRR5238723/SRR5238723_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/003/SRR5238723/SRR5238723_2.fastq.gz	EL_25Sep16		Metagenome or environmental sample from gut metagenome	2017-02-15
SRR8522807	SAMN10862322	SRS4320641	SRX5325671	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	120_26May18	PAIRED	AMPLICON	METAGENOMIC	PCR	55039	33133478	2019-02-02	2019-02-02	Illumina MiSeq sequencing: Characterization of the bacterial communities in patients treated with cFMT for C. difficile infection	Capsule Patients	PRJNA311224	120_26May18	cf9c8a534dd10f7085c2d08741eb74be;bc02bf11944db9a15f0fd43123756045	ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/007/SRR8522807/SRR8522807_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/007/SRR8522807/SRR8522807_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/007/SRR8522807/SRR8522807_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/007/SRR8522807/SRR8522807_2.fastq.gz	120_26May18		Metagenome or environmental sample from gut metagenome	2019-02-02
SRR5238725	SAMN06312389	SRS1964563	SRX2545687	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	EL_02Sep16	PAIRED	AMPLICON	METAGENOMIC	PCR	84350	50778700	2017-02-15	2017-02-15	Illumina MiSeq sequencing: Characterization of the bacterial community from capsule FMT patients	Capsule Patients	PRJNA311224	EL_02Sep16	256588225abce5e3ddf9bac158f92e2c;b83fee5b06f4748e4842a828de8feff2	ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/005/SRR5238725/SRR5238725_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/005/SRR5238725/SRR5238725_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/005/SRR5238725/SRR5238725_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR523/005/SRR5238725/SRR5238725_2.fastq.gz	EL_02Sep16		Metagenome or environmental sample from gut metagenome	2017-02-15
SRR8522809	SAMN10862306	SRS4320639	SRX5325669	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	118_09Jun18	PAIRED	AMPLICON	METAGENOMIC	PCR	77356	46568312	2019-02-02	2019-02-02	Illumina MiSeq sequencing: Characterization of the bacterial communities in patients treated with cFMT for C. difficile infection	Capsule Patients	PRJNA311224	118_09Jun18	dad6e8351a4e713b60821d4dc0850d07;5fc562e6d1683754773a3b06d7f25d0c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/009/SRR8522809/SRR8522809_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/009/SRR8522809/SRR8522809_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/009/SRR8522809/SRR8522809_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/009/SRR8522809/SRR8522809_2.fastq.gz	118_09Jun18		Metagenome or environmental sample from gut metagenome	2019-02-02
SRR5275163	SAMN06350895	SRS1994232	SRX2579114	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	SM_12Aug15	PAIRED	AMPLICON	METAGENOMIC	PCR	208862	125734924	2017-02-28	2017-02-28	Illumina MiSeq sequencing: Characterization of gut microbiota in capsule FMT patients and donors	Capsule Patients	PRJNA311224	SM_12Aug15	764ada6956e85e85f48c19331e63eec6;8540b6435b5d004e008414638f626e63	ftp.sra.ebi.ac.uk/vol1/fastq/SRR527/003/SRR5275163/SRR5275163_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR527/003/SRR5275163/SRR5275163_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR527/003/SRR5275163/SRR5275163_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR527/003/SRR5275163/SRR5275163_2.fastq.gz	SM_12Aug15		Metagenome or environmental sample from gut metagenome	2017-02-28
SRR5275165	SAMN06350893	SRS1994233	SRX2579116	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	SM_02Aug15	PAIRED	AMPLICON	METAGENOMIC	PCR	148545	89424090	2017-02-28	2017-02-28	Illumina MiSeq sequencing: Characterization of gut microbiota in capsule FMT patients and donors	Capsule Patients	PRJNA311224	SM_02Aug15	d70ea8a9593482e3c04a82e154e818da;98195a80c04bd431448c6d94a421f17d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR527/005/SRR5275165/SRR5275165_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR527/005/SRR5275165/SRR5275165_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR527/005/SRR5275165/SRR5275165_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR527/005/SRR5275165/SRR5275165_2.fastq.gz	SM_02Aug15		Metagenome or environmental sample from gut metagenome	2017-02-28
SRR8522814	SAMN10862339	SRS4320634	SRX5325664	PRJNA311224	749906	gut metagenome	ILLUMINA	Illumina MiSeq	124_27Jul18	PAIRED	AMPLICON	METAGENOMIC	PCR	70890	42675780	2019-02-02	2019-02-02	Illumina MiSeq sequencing: Characterization of the bacterial communities in patients treated with cFMT for C. difficile infection	Capsule Patients	PRJNA311224	124_27Jul18	cb76d99b27fa9cdecf86db9ac8c4759e;fbb72814b04d6c0c1ca6cc612501a84f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/004/SRR8522814/SRR8522814_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/004/SRR8522814/SRR8522814_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/004/SRR8522814/SRR8522814_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR852/004/SRR8522814/SRR8522814_2.fastq.gz	124_27Jul18		Metagenome or environmental sample from gut metagenome	2019-02-02
