run_accession	sample_accession	secondary_sample_accession	experiment_accession	study_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	library_layout	library_strategy	library_source	library_selection	read_count	base_count	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	fastq_md5	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_aspera	sample_alias	broker_name	sample_title	first_created	bam_ftp
ERR4836457	SAMEA7571501	ERS5328123	ERX4706235	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	67138	16831693	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328123	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328123	e6b46240b33cec7e50f36b292cdff3e7;a42745915cd8ac838a8fbee4a933764b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4836457/ERR4836457_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4836457/ERR4836457_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4836457/ERR4836457_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/007/ERR4836457/ERR4836457_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836457/sample146_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836457/sample146_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836457/sample146_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836457/sample146_S001_L001_R2_001.fastq.gz	sample146		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/007/ERR4836457.bam
ERR4836474	SAMEA7571518	ERS5328140	ERX4706252	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	186078	46699694	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328140	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328140	6f4e5ee4c9193f989399afbe570adbd2;920f8c1b187f05a58c15aa880c959987	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/004/ERR4836474/ERR4836474_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/004/ERR4836474/ERR4836474_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/004/ERR4836474/ERR4836474_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/004/ERR4836474/ERR4836474_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836474/sample163_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836474/sample163_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836474/sample163_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836474/sample163_S001_L001_R2_001.fastq.gz	sample163		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/004/ERR4836474.bam
ERR4836475	SAMEA7571519	ERS5328141	ERX4706253	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	346324	86916149	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328141	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328141	00df6d47da523cf512b2e68964ef0904;9e926c1f84df5177f51a44d2b04dace1	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4836475/ERR4836475_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4836475/ERR4836475_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4836475/ERR4836475_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4836475/ERR4836475_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836475/sample164_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836475/sample164_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836475/sample164_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836475/sample164_S001_L001_R2_001.fastq.gz	sample164		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/005/ERR4836475.bam
ERR4836479	SAMEA7571523	ERS5328145	ERX4706257	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	250316	62820716	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328145	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328145	9152b865ddf0ef251a6ebd14561df5ea;073694624f5ba8c6fa8e87c6137459fe	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/009/ERR4836479/ERR4836479_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/009/ERR4836479/ERR4836479_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/009/ERR4836479/ERR4836479_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/009/ERR4836479/ERR4836479_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836479/sample168_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836479/sample168_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836479/sample168_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836479/sample168_S001_L001_R2_001.fastq.gz	sample168		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/009/ERR4836479.bam
ERR4836480	SAMEA7571524	ERS5328146	ERX4706258	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	366412	91959071	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328146	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328146	983a82602a19d411bbd77229f05a4696;463cdfaae98e13bc69de45e40542f904	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4836480/ERR4836480_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4836480/ERR4836480_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4836480/ERR4836480_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4836480/ERR4836480_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836480/sample169_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836480/sample169_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836480/sample169_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836480/sample169_S001_L001_R2_001.fastq.gz	sample169		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/000/ERR4836480.bam
ERR4836486	SAMEA7571530	ERS5328152	ERX4706264	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	99704	25015681	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328152	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328152	3bb65b3e730509956fbc390da8ce06e6;0478069c6e900279b046f575d76f2606	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4836486/ERR4836486_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4836486/ERR4836486_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4836486/ERR4836486_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/006/ERR4836486/ERR4836486_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836486/sample175_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836486/sample175_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836486/sample175_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836486/sample175_S001_L001_R2_001.fastq.gz	sample175		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/006/ERR4836486.bam
ERR4836492	SAMEA7571536	ERS5328158	ERX4706270	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	372754	93548647	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328158	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328158	f3fcb008eb4ddd654d51e79d4a6001dc;ba186aaf42a12692354614d25b4b4363	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4836492/ERR4836492_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4836492/ERR4836492_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4836492/ERR4836492_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4836492/ERR4836492_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836492/sample181_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836492/sample181_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836492/sample181_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836492/sample181_S001_L001_R2_001.fastq.gz	sample181		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/002/ERR4836492.bam
ERR4836309	SAMEA7571370	ERS5327992	ERX4706087	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	47486	11905515	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5327992	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5327992	95e61916d6e6326cc33619571f7dc77d;85a0044ddbbd3f8bf94ec025e6f3a8d8	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/009/ERR4836309/ERR4836309_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/009/ERR4836309/ERR4836309_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/009/ERR4836309/ERR4836309_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/009/ERR4836309/ERR4836309_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836309/sample015_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836309/sample015_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836309/sample015_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836309/sample015_S001_L001_R2_001.fastq.gz	sample015		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/009/ERR4836309.bam
ERR4836311	SAMEA7571372	ERS5327994	ERX4706089	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	42746	10715976	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5327994	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5327994	912d5f6644c960b3607f341924e5618e;447b89e339d47f467ac09fa18771e9f6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/001/ERR4836311/ERR4836311_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/001/ERR4836311/ERR4836311_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/001/ERR4836311/ERR4836311_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/001/ERR4836311/ERR4836311_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836311/sample017_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836311/sample017_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836311/sample017_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836311/sample017_S001_L001_R2_001.fastq.gz	sample017		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/001/ERR4836311.bam
ERR4836312	SAMEA7571373	ERS5327995	ERX4706090	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	65912	16534621	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5327995	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5327995	242c40589b984737ac2150b24dc1eeb9;5e8bbc13c2c0073f80bf1a5d724f441c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4836312/ERR4836312_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4836312/ERR4836312_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4836312/ERR4836312_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4836312/ERR4836312_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836312/sample018_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836312/sample018_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836312/sample018_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836312/sample018_S001_L001_R2_001.fastq.gz	sample018		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/002/ERR4836312.bam
ERR4836313	SAMEA7571374	ERS5327996	ERX4706091	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	81080	20327522	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5327996	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5327996	cb45003b451408fb8443a06e90f7a662;0db22388d7cd2030978600877866293a	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/003/ERR4836313/ERR4836313_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/003/ERR4836313/ERR4836313_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/003/ERR4836313/ERR4836313_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/003/ERR4836313/ERR4836313_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836313/sample019_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836313/sample019_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836313/sample019_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836313/sample019_S001_L001_R2_001.fastq.gz	sample019		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/003/ERR4836313.bam
ERR4836335	SAMEA7571378	ERS5328000	ERX4706113	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	8042	2017515	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328000	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328000	2a5e2cde07133e7b205b12faaf459875;9247bc74fe7ebd4035f0f5d0d484543c	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4836335/ERR4836335_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4836335/ERR4836335_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4836335/ERR4836335_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/005/ERR4836335/ERR4836335_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836335/sample023_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836335/sample023_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836335/sample023_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836335/sample023_S001_L001_R2_001.fastq.gz	sample023		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/005/ERR4836335.bam
ERR4836339	SAMEA7571382	ERS5328004	ERX4706117	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	84982	21307615	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328004	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328004	e0a355731c7340d49669e2a78e9506ea;91089dd98a1c55d2454d6287a8021dff	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/009/ERR4836339/ERR4836339_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/009/ERR4836339/ERR4836339_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/009/ERR4836339/ERR4836339_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/009/ERR4836339/ERR4836339_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836339/sample027_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836339/sample027_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836339/sample027_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836339/sample027_S001_L001_R2_001.fastq.gz	sample027		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/009/ERR4836339.bam
ERR4836340	SAMEA7571383	ERS5328005	ERX4706118	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	92070	23072342	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328005	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328005	3dc249ca5ac9931e5507e4708989cd48;921fc984bf22826dadcc3e8cca6a52c7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4836340/ERR4836340_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4836340/ERR4836340_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4836340/ERR4836340_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4836340/ERR4836340_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836340/sample028_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836340/sample028_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836340/sample028_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836340/sample028_S001_L001_R2_001.fastq.gz	sample028		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/000/ERR4836340.bam
ERR4836343	SAMEA7571386	ERS5328008	ERX4706121	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	75264	18861961	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328008	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328008	19a18c7b31c209d2b0949b6efc5b3672;5c1e99f69afd66a4a2269fe4e163cc9f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/003/ERR4836343/ERR4836343_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/003/ERR4836343/ERR4836343_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/003/ERR4836343/ERR4836343_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/003/ERR4836343/ERR4836343_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836343/sample031_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836343/sample031_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836343/sample031_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836343/sample031_S001_L001_R2_001.fastq.gz	sample031		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/003/ERR4836343.bam
ERR4836350	SAMEA7571393	ERS5328015	ERX4706128	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	87832	22018579	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328015	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328015	eb494eda63aefcba3f92cff3d6965903;b694a05a3804dd5747bece211819be75	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4836350/ERR4836350_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4836350/ERR4836350_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4836350/ERR4836350_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/000/ERR4836350/ERR4836350_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836350/sample038_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836350/sample038_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836350/sample038_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836350/sample038_S001_L001_R2_001.fastq.gz	sample038		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/000/ERR4836350.bam
ERR4836351	SAMEA7571394	ERS5328016	ERX4706129	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	60264	15118747	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328016	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328016	8495b4a23769fdff17cae36791c9d816;45bbf3a813c77cb0015ea21c91158783	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/001/ERR4836351/ERR4836351_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/001/ERR4836351/ERR4836351_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/001/ERR4836351/ERR4836351_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/001/ERR4836351/ERR4836351_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836351/sample039_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836351/sample039_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836351/sample039_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836351/sample039_S001_L001_R2_001.fastq.gz	sample039		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/001/ERR4836351.bam
ERR4836362	SAMEA7571405	ERS5328027	ERX4706140	PRJEB41316	9606	Homo sapiens	ILLUMINA	unspecified		PAIRED	AMPLICON	GENOMIC	PCR	47766	11982901	2020-11-13	2020-11-13	unspecified sequencing: Raw reads: ERS5328027	16S rRNA sequencing of samples from universal stool bank donors	ena-STUDY-OpenBiome-12-11-2020-22:03:30:588-393	webin-reads-ERS5328027	38a0d7c98c032fb0f151cf952d686d0e;0d97ea9a08fedd2572e7870ef6f6b6c0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4836362/ERR4836362_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4836362/ERR4836362_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4836362/ERR4836362_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR483/002/ERR4836362/ERR4836362_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836362/sample050_S001_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR483/ERR4836362/sample050_S001_L001_R2_001.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836362/sample050_S001_L001_R1_001.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/run/ERR483/ERR4836362/sample050_S001_L001_R2_001.fastq.gz	sample050		Fecal sample from stool bank donor	2020-11-13	ftp.sra.ebi.ac.uk/vol1/err/ERR483/002/ERR4836362.bam
